"ID","INVENTARIO_ID","FECHA_VENC","LOTE","CANTIDAD",,,,,,
489,10004105,2021-12-24,20211224,2,,,,,,
490,10004106,2021-12-25,20211225,100,,,,,,
491,10004107,2021-12-26,20211226,0,,,,,,
492,10004108,2021-12-27,20211227,0,,,,,,
493,10004109,2021-12-28,20211228,100,,,,,,
494,10004110,2021-12-29,20211229,0,,,,,,
495,10004111,2021-12-30,20211230,2,,,,,,
496,10004112,2021-12-31,20211231,0,,,,,,
497,10004113,2022-01-01,20220101,0,,,,,,
498,10004114,2022-01-02,20220102,100,,,,,,
499,10004115,2022-01-03,20220103,0,,,,,,
500,10004116,2022-01-04,20220104,36,,,,,,
501,10004117,2022-01-05,20220105,0,,,,,,
502,10004118,2022-01-06,20220106,0,,,,,,
503,10004119,2022-01-07,20220107,0,,,,,,
504,10004120,2022-01-08,20220108,0,,,,,,
505,10004121,2022-01-09,20220109,108,,,,,,
506,10004122,2022-01-10,20220110,19,,,,,,
507,10004123,2022-01-11,20220111,0,,,,,,
508,10004124,2022-01-12,20220112,48,,,,,,
509,10004125,2022-01-13,20220113,72,,,,,,
510,10004126,2022-01-14,20220114,120,,,,,,
511,10004127,2022-01-15,20220115,190,,,,,,
512,10004128,2022-01-16,20220116,80,,,,,,
513,10004129,2022-01-17,20220117,275,,,,,,
514,10004130,2022-01-18,20220118,103,,,,,,
515,10004131,2022-01-19,20220119,0,,,,,,
516,10004132,2022-01-20,20220120,90,,,,,,
517,10004133,2022-01-21,20220121,0,,,,,,
518,10004134,2022-01-22,20220122,0,,,,,,
519,10004135,2022-01-23,20220123,0,,,,,,
520,10004136,2022-01-24,20220124,200,,,,,,
521,10004137,2022-01-25,20220125,200,,,,,,
522,10004138,2022-01-26,20220126,100,,,,,,
523,100051,2022-01-27,20220127,20,,,,,,
524,100052,2022-01-28,20220128,0,,,,,,
525,100053,2022-01-29,20220129,100,,,,,,
526,100054,2022-01-30,20220130,0,,,,,,
527,100055,2022-01-31,20220131,0,,,,,,
528,100056,2022-02-01,20220201,56,,,,,,
529,100057,2022-02-02,20220202,150,,,,,,
530,100058,2022-02-03,20220203,0,,,,,,
531,100059,2022-02-04,20220204,100,,,,,,
532,1000510,2022-02-05,20220205,0,,,,,,
533,1000511,2022-02-06,20220206,0,,,,,,
534,1000512,2022-02-07,20220207,0,,,,,,
535,1000513,2022-02-08,20220208,0,,,,,,
536,1000514,2022-02-09,20220209,2,,,,,,
537,1000515,2022-02-10,20220210,0,,,,,,
538,1000516,2022-02-11,20220211,160,,,,,,
539,1000517,2022-02-12,20220212,243,,,,,,
540,1000518,2022-02-13,20220213,142,,,,,,
541,1000519,2022-02-14,20220214,75,,,,,,
542,1000520,2022-02-15,20220215,300,,,,,,
543,1000521,2022-02-16,20220216,0,,,,,,
544,1000522,2022-02-17,20220217,206,,,,,,
545,1000523,2022-02-18,20220218,0,,,,,,
546,1000524,2022-02-19,20220219,300,,,,,,
547,1000525,2022-02-20,20220220,0,,,,,,
548,1000526,2022-02-21,20220221,0,,,,,,
549,1000527,2022-02-22,20220222,0,,,,,,
550,1000528,2022-02-23,20220223,0,,,,,,
551,1000529,2022-02-24,20220224,0,,,,,,
552,1000530,2022-02-25,20220225,170,,,,,,
553,1000531,2022-02-26,20220226,0,,,,,,
554,1000532,2022-02-27,20220227,0,,,,,,
555,1000533,2022-02-28,20220228,0,,,,,,
556,1000534,2022-03-01,20220301,0,,,,,,
557,1000535,2022-03-02,20220302,95,,,,,,
558,1000536,2022-03-03,20220303,0,,,,,,
559,1000537,2022-03-04,20220304,40,,,,,,
560,1000538,2022-03-05,20220305,85,,,,,,
561,1000539,2022-03-06,20220306,140,,,,,,
562,1000540,2022-03-07,20220307,2,,,,,,
563,1000541,2022-03-08,20220308,22,,,,,,
564,1000542,2022-03-09,20220309,6,,,,,,
565,1000543,2022-03-10,20220310,0,,,,,,
566,1000544,2022-03-11,20220311,422,,,,,,
567,1000545,2022-03-12,20220312,228,,,,,,
568,1000546,2022-03-13,20220313,0,,,,,,
569,1000547,2022-03-14,20220314,370,,,,,,
570,1000548,2022-03-15,20220315,0,,,,,,
571,1000549,2022-03-16,20220316,60,,,,,,
572,1000550,2022-03-17,20220317,7,,,,,,
573,1000551,2022-03-18,20220318,9,,,,,,
574,1000552,2022-03-19,20220319,400,,,,,,
575,1000553,2022-03-20,20220320,0,,,,,,
576,1000554,2022-03-21,20220321,0,,,,,,
577,1000555,2022-03-22,20220322,0,,,,,,
578,1000556,2022-03-23,20220323,87,,,,,,
579,1000557,2022-03-24,20220324,0,,,,,,
580,1000558,2022-03-25,20220325,0,,,,,,
581,1000559,2022-03-26,20220326,0,,,,,,
582,1000560,2022-03-27,20220327,95,,,,,,
583,1000561,2022-03-28,20220328,0,,,,,,
584,1000562,2022-03-29,20220329,115,,,,,,
585,1000563,2022-03-30,20220330,60,,,,,,
586,1000564,2022-03-31,20220331,242,,,,,,
587,1000565,2022-04-01,20220401,330,,,,,,
588,1000566,2022-04-02,20220402,0,,,,,,
589,1000567,2022-04-03,20220403,406,,,,,,
590,1000568,2022-04-04,20220404,0,,,,,,
591,1000569,2022-04-05,20220405,0,,,,,,
592,1000570,2022-04-06,20220406,20,,,,,,
593,1000571,2022-04-07,20220407,0,,,,,,
594,1000572,2022-04-08,20220408,30,,,,,,
595,1000573,2022-04-09,20220409,273,,,,,,
596,1000574,2022-04-10,20220410,0,,,,,,
597,1000575,2022-04-11,20220411,79,,,,,,
598,1000576,2022-04-12,20220412,207,,,,,,
599,1000577,2022-04-13,20220413,50,,,,,,
600,1000578,2022-04-14,20220414,50,,,,,,
601,1000579,2022-04-15,20220415,703,,,,,,
602,1000580,2022-04-16,20220416,205,,,,,,
603,1000581,2022-04-17,20220417,360,,,,,,
604,1000582,2022-04-18,20220418,220,,,,,,
605,1000583,2022-04-19,20220419,150,,,,,,
606,1000584,2022-04-20,20220420,234,,,,,,
607,1000585,2022-04-21,20220421,0,,,,,,
608,1000586,2022-04-22,20220422,70,,,,,,
609,1000587,2022-04-23,20220423,65,,,,,,
610,1000588,2022-04-24,20220424,200,,,,,,
611,1000589,2022-04-25,20220425,0,,,,,,
612,1000590,2022-04-26,20220426,0,,,,,,
613,1000591,2022-04-27,20220427,80,,,,,,
614,1000592,2022-04-28,20220428,0,,,,,,
615,1000593,2022-04-29,20220429,0,,,,,,
616,1000594,2022-04-30,20220430,0,,,,,,
617,1000595,2022-05-01,20220501,20,,,,,,
618,1000596,2022-05-02,20220502,0,,,,,,
619,1000597,2022-05-03,20220503,0,,,,,,
620,1000598,2022-05-04,20220504,0,,,,,,
621,1000599,2022-05-05,20220505,0,,,,,,
622,10005100,2022-05-06,20220506,8,,,,,,
623,10005101,2022-05-07,20220507,0,,,,,,
624,10005102,2022-05-08,20220508,8,,,,,,
625,10005103,2022-05-09,20220509,5,,,,,,
626,10005104,2022-05-10,20220510,130,,,,,,
627,10005105,2022-05-11,20220511,200,,,,,,
628,10005106,2022-05-12,20220512,900,,,,,,
629,10005107,2022-05-13,20220513,215,,,,,,
630,10005108,2022-05-14,20220514,0,,,,,,
631,10005109,2022-05-15,20220515,0,,,,,,
632,10005110,2022-05-16,20220516,0,,,,,,
633,10005111,2022-05-17,20220517,182,,,,,,
634,100061,2022-05-18,20220518,10,,,,,,
635,100062,2022-05-19,20220519,9,,,,,,
636,100063,2022-05-20,20220520,11,,,,,,
637,100064,2022-05-21,20220521,2,,,,,,
638,100065,2022-05-22,20220522,10,,,,,,
639,100066,2022-05-23,20220523,384,,,,,,
640,100067,2022-05-24,20220524,600,,,,,,
641,100071,2022-05-25,20220525,302,,,,,,
642,100072,2022-05-26,20220526,16,,,,,,
643,100073,2022-05-27,20220527,200,,,,,,
644,100074,2022-05-28,20220528,0,,,,,,
645,100075,2022-05-29,20220529,200,,,,,,
646,100076,2022-05-30,20220530,300,,,,,,
647,100077,2022-05-31,20220531,600,,,,,,
648,100078,2022-06-01,20220601,0,,,,,,
649,100079,2022-06-02,20220602,8000,,,,,,
650,1000710,2022-06-03,20220603,113,,,,,,
651,1000711,2022-06-04,20220604,300,,,,,,
652,1000712,2022-06-05,20220605,50,,,,,,
653,1000713,2022-06-06,20220606,10,,,,,,
654,1000714,2022-06-07,20220607,0,,,,,,
655,1000715,2022-06-08,20220608,336,,,,,,
656,1000716,2022-06-09,20220609,803,,,,,,
657,1000717,2022-06-10,20220610,100,,,,,,
658,1000718,2022-06-11,20220611,0,,,,,,
659,1000719,2022-06-12,20220612,200,,,,,,
660,1000720,2022-06-13,20220613,10,,,,,,
661,1000721,2022-06-14,20220614,200,,,,,,
662,1000722,2022-06-15,20220615,0,,,,,,
663,1000723,2022-06-16,20220616,100,,,,,,
664,1000724,2022-06-17,20220617,300,,,,,,
665,1000725,2022-06-18,20220618,762,,,,,,
666,1000726,2022-06-19,20220619,3000,,,,,,
667,1000727,2022-06-20,20220620,100,,,,,,
